,birthDate,birthPlace,assistences,field_goal_percentage,field_goal_percentage_3_pts,free_throw_percentage,games,player_efficiency_rating,points,total_rebounds,win_shares,effective_field_goal_percentage,college,draft_pick,draft_round,draft_team,draft_year,height,highSchool,name,position,shoots,weight,salary
1332,"September 9, 1965","Traverse City, Michigan",2.9,43.1,35.8,74.1,955,13.8,11.4,4.5,78.5,50.5,Central Michigan University,14.0,1.0,Phoenix Suns,1988,6-6,"Traverse City in Traverse City, Michigan",Dan Majerle,Small Forward and Shooting Guard,Right,215lb,2179615.5
1335,"June 28, 1961","Mobile, Alabama",2.4,48.4,26.8,87.1,905,15.2,19.0,2.6,54.2,48.7,Mississippi State University,10.0,1.0,Washington Bullets,1983,6-4,"Southwest in Macon, Georgia",Jeff Malone,Shooting Guard,Right,205lb,1274878.8
1336,"July 24, 1963","Summerfield, Louisiana",3.6,51.6,27.4,74.2,1476,23.9,25.0,10.1,234.6,51.8,Louisiana Tech University,13.0,1.0,Utah Jazz,1985,6-9,"Summerfield in Summerfield, Louisiana",Karl Malone,Power Forward,Right,250lb,5885187.5
1339,"May 17, 1966","Hattiesburg, Mississippi",2.3,51.1,20.6,72.9,883,16.9,14.0,5.2,55.1,51.3,University of Kansas,1.0,1.0,Los Angeles Clippers,1988,6-10,"Lawrence in Lawrence, Kansas",Danny Manning,Power Forward,Right,230lb,3730979.0
1340,"June 23, 1970","Tacoma, Washington",0.2,41.5,40.0,64.3,55,8.1,3.3,1.7,-0.3,42.1,"Syracuse University, University of Washington",40.0,2.0,Atlanta Hawks,1993,6-11,"Center in North Highlands, California",Rich Manning,Power Forward,Right,253lb,247500.0
1341,"September 22, 1960","Salt Lake City, Utah",1.1,41.3,20.3,66.3,216,9.4,3.1,1.2,1.7,42.5,University of Utah,43.0,2.0,Golden State Warriors,1983,6-7,"Chaparral in Las Vegas, Nevada",Pace Mannion,Small Forward,Right,190lb,70000.0
1342,"September 21, 1992","Southfield, Michigan",0.7,30.4,22.2,37.5,44,5.5,2.2,1.6,-0.3,35.7,University of Iowa,56.0,2.0,Denver Nuggets,2014,6-6,"Lathrup in Southfield, Michigan",Devyn Marble,Shooting Guard,Right,200lb,864969.0
1343,"February 20, 1977","Brooklyn, New York",7.6,43.3,32.5,78.4,846,18.7,19.3,3.0,77.5,47.0,Georgia Institute of Technology,4.0,1.0,Milwaukee Bucks,1996,6-2,"Abraham Lincoln in Brooklyn, New York",Stephon Marbury,Point Guard,Right,180lb,11624303.0
1345,"May 7, 1978","Waukegan, Illinois",1.9,48.4,33.1,81.0,1163,18.8,15.2,8.7,124.9,51.0,"University of Nevada, Las Vegas",9.0,1.0,Phoenix Suns,1999,6-7,"Clarksville in Clarksville, Tennessee",Shawn Marion,Small Forward and Power Forward,Right,220lb,8433548.0
1347,"May 22, 1997","Vantaa, Finland",1.3,43.2,36.2,85.9,120,16.3,16.7,8.2,6.1,51.2,University of Arizona,7.0,1.0,Minnesota Timberwolves,2017,7-0,"Helsinki Academy in Helsinki, Finland",Lauri Markkanen,Power Forward,Right,240lb,3821640.0
1349,"August 23, 1975","Auckland, New Zealand",0.2,44.8,20.0,66.5,230,9.1,2.8,2.2,2.6,45.2,University of California,44.0,2.0,New York Knicks,1998,6-10,"Rangitoto School in Auckland, New Zealand",Sean Marks,Power Forward and Center,Right,250lb,799007.7
1350,"July 17, 1972","Detroit, Michigan",0.3,32.1,33.6,68.1,119,8.7,2.5,1.0,0.9,39.9,University of Connecticut,39.0,2.0,Cleveland Cavaliers,1995,6-7,"Federal Way in Federal Way, Washington",Donny Marshall,Small Forward,Right,230lb,396666.66
1351,"May 18, 1973","Reading, Pennsylvania",1.4,43.5,35.0,73.1,957,16.8,11.2,6.7,59.0,48.3,University of Connecticut,4.0,1.0,Minnesota Timberwolves,1994,6-9,"Reading in Reading, Pennsylvania",Donyell Marshall,Power Forward and Small Forward,Right,218lb,4259874.5
1352,"August 19, 1991","Dumfries, Virginia",4.9,39.9,37.0,61.1,160,10.7,5.0,1.6,1.0,48.0,University of North Carolina,13.0,1.0,Phoenix Suns,2012,6-4,"Bishop O'Connell in Arlington, Virginia",Kendall Marshall,Point Guard,Left,200lb,1746171.2
1354,"August 16, 1962","Washington, District of Columbia",0.7,44.9,0.0,81.3,84,10.4,4.7,1.6,0.3,44.9,Georgetown University,26.0,2.0,Indiana Pacers,1985,6-7,"McKinley in Washington, District of Columbia",Bill Martin,Small Forward,Right,205lb,150000.0
1358,"May 24, 1994","Baton Rouge, Louisiana",0.6,43.4,34.6,76.6,184,10.5,5.4,3.5,3.2,47.0,Louisiana State University,25.0,1.0,Memphis Grizzlies,2015,6-10,"Madison Prep in Baton Rouge, Louisiana",Jarell Martin,Power Forward,Right,239lb,1329460.6
1359,"January 14, 1967","Cherry Valley, Arkansas",0.8,41.7,28.2,69.4,143,9.3,6.7,2.0,2.1,43.3,Murray State University,31.0,2.0,Los Angeles Clippers,1989,6-5,"Cross Country in Cherry Valley, Arkansas",Jeff Martin,Point Guard and Shooting Guard,Right,195lb,210000.0
1360,"December 30, 1977","Saginaw, Michigan",1.9,48.3,23.4,62.9,757,15.0,12.3,6.8,48.0,48.7,University of Cincinnati,1.0,1.0,New Jersey Nets,2000,6-9,"Bryan Adams in Dallas, Texas",Kenyon Martin,Power Forward and Center,Right,234lb,7535731.5
1361,"February 1, 1983","Zanesville, Ohio",1.9,43.7,38.4,87.0,714,17.7,17.4,3.2,61.3,50.2,Western Carolina University,26.0,1.0,Sacramento Kings,2004,6-7,"Zanesville in Zanesville, Ohio",Kevin Martin,Point Guard and Shooting Guard,Right,199lb,5469070.0
1362,"July 2, 1964","Liberty, New York",0.7,37.8,21.1,59.8,69,9.3,3.0,0.9,-0.3,38.8,Saint Joseph's University,16.0,1.0,Denver Nuggets,1986,6-6,"Central in Liberty, New York",Maurice Martin,Small Forward,Right,200lb,250000.0
1363,"November 29, 1972","New York, New York",4.0,41.8,34.5,76.6,611,15.7,19.1,5.4,43.7,45.6,University of Kentucky,4.0,1.0,Dallas Mavericks,1993,6-8,"Cardinal Hayes in Bronx, New York",Jamal Mashburn,Small Forward,Right,240lb,5817202.5
1364,"December 14, 1966","Miami, Florida",3.4,50.9,16.7,70.9,882,14.6,10.9,8.3,88.3,51.0,Tennessee State University,53.0,3.0,Portland Trail Blazers,1988,6-7,"Springfield Gardens in Springfield Gardens, New York",Anthony Mason,Center and Small Forward and Power Forward,Left,250lb,3217567.8
1365,"October 11, 1977","Waxahachie, Texas",1.6,44.9,26.0,74.0,643,12.7,12.1,4.5,23.1,45.4,Oklahoma State University,17.0,1.0,Seattle SuperSonics,2000,6-7,"Waxahachie in Waxahachie, Texas",Desmond Mason,Small Forward and Shooting Guard,Right,224lb,3764100.2
1366,"April 3, 1994","Petersburg, Virginia",2.6,39.2,30.0,77.3,90,12.8,6.8,1.9,0.9,43.3,University of Kansas,34.0,2.0,Sacramento Kings,2017,5-11,"Petersburg in Petersburg, Virginia",Frank Mason III,Point Guard,Right,190lb,1184385.0
1367,"September 10, 1980","Washington, District of Columbia",1.3,40.8,38.3,86.6,518,10.9,6.3,1.7,13.0,50.9,University of Virginia,31.0,2.0,Chicago Bulls,2002,6-5,"Good Counsel in Wheaton, Maryland",Roger Mason,Small Forward and Point Guard and Shooting Guard,Right,200lb,1370889.8
1368,"July 31, 1967","Sussex, Virginia",0.4,47.0,9.1,70.5,683,11.9,6.2,4.3,15.6,47.0,University of Maryland,43.0,2.0,San Antonio Spurs,1990,6-9,"Sussex Central in Sussex, Virginia",Tony Massenburg,Center and Power Forward,Right,220lb,863649.9
1369,"August 24, 1959","Sarasota, Florida",4.2,47.8,22.5,78.8,465,13.0,7.9,1.3,11.0,48.4,University of Wisconsin,14.0,1.0,Washington Bullets,1980,6-1,"Harding in Bridgeport, Connecticut",Wes Matthews,Point Guard,Right,170lb,102500.0
1371,"February 19, 1969","Chicago, Illinois",0.2,54.2,0.0,68.5,98,15.6,4.9,3.7,2.6,54.2,"University of Minnesota, University of Texas at El Paso",28.0,2.0,Minnesota Timberwolves,1992,6-8,"Percy L. Julian in Chicago, Illinois",Marlon Maxey,Power Forward,Right,250lb,325000.0
1372,"February 18, 1983","Chicago, Illinois",0.4,49.5,0.0,56.4,618,13.0,5.6,4.2,20.3,49.5,University of Cincinnati,26.0,1.0,Detroit Pistons,2005,6-7,"Newman Smith in Carrollton, Texas",Jason Maxiell,Center and Power Forward,Right,260lb,2861482.0
1373,"November 21, 1955","Kinston, North Carolina",2.2,54.6,5.3,78.4,835,16.4,12.5,6.3,78.5,54.6,University of North Carolina at Charlotte,12.0,1.0,Boston Celtics,1977,6-8,"Kinston in Kinston, North Carolina",Cedric Maxwell,Small Forward,Right,205lb,628666.7
1374,"September 12, 1965","Gainesville, Florida",3.4,39.8,32.0,73.3,855,12.7,12.8,2.6,27.4,46.2,University of Florida,47.0,2.0,Denver Nuggets,1988,6-4,"Buchholz in Gainesville, Florida",Vernon Maxwell,Point Guard and Shooting Guard,Right,180lb,995923.06
1375,"April 4, 1984","Chicago, Illinois",1.0,45.8,23.1,74.6,119,14.9,6.9,4.0,2.6,46.0,University of North Carolina,13.0,1.0,Charlotte Bobcats,2005,6-9,"Bloomington North in Bloomington, Indiana",Sean May,Power Forward and Center,Right,266lb,1753613.6
1376,"June 12, 1970","Tulsa, Oklahoma",3.6,41.5,37.7,65.9,496,10.1,5.1,1.3,7.9,49.8,University of Arkansas,23.0,1.0,Milwaukee Bucks,1992,6-1,"Will Rogers in Tulsa, Oklahoma",Lee Mayberry,Point Guard,Right,172lb,990714.3
1378,"June 11, 1987","Raeford, North Carolina",2.8,39.2,35.0,72.1,267,10.6,4.3,1.3,3.3,44.2,Virginia Commonwealth University,20.0,1.0,Utah Jazz,2009,6-3,"Westover in Fayetteville, North Carolina",Eric Maynor,Shooting Guard and Point Guard,Right,175lb,1785806.9
1379,"November 5, 1987","Huntington, West Virginia",2.9,42.9,37.3,82.0,547,13.4,13.8,3.1,21.8,49.4,University of Southern California,3.0,1.0,Minnesota Timberwolves,2008,6-5,"Huntington in Huntington, West Virginia",O.J. Mayo,Shooting Guard,Right,210lb,5768679.5
1380,"June 19, 1968","Ocala, Florida",2.8,41.0,36.2,74.9,115,11.7,11.1,2.0,2.4,45.9,University of Texas at Austin,14.0,1.0,Sacramento Kings,1990,6-2,"Vanguard in Ocala, Florida",Travis Mays,Point Guard,Right,190lb,1000000.0
1381,"September 9, 1986","Yaounde, Cameroon",0.9,45.4,33.5,66.0,686,10.7,6.4,4.1,26.0,48.2,"University of California, Los Angeles",37.0,2.0,Milwaukee Bucks,2008,6-8,"Monteverde Academy in St. Monteverde, Florida",Luc Mbah a Moute,Small Forward and Power Forward,Right,230lb,2605930.8
1382,"September 25, 1951","Greensboro, North Carolina",2.3,50.3,8.1,75.4,852,20.7,22.1,9.4,89.1,50.3,University of North Carolina,2.0,1.0,Buffalo Braves,1972,6-9,"Ben Smith in Greensboro, North Carolina",Bob McAdoo,Center and Power Forward,Right,210lb,923000.0
1383,"June 12, 1991","Madison, Wisconsin",2.4,40.8,33.5,71.1,154,11.0,6.0,2.0,2.1,44.7,University of Detroit Mercy,36.0,2.0,Sacramento Kings,2013,6-3,"Detroit County Day School in , Michigan",Ray McCallum,Point Guard,Right,190lb,401329.0
1384,"April 22, 1964","Morristown, New Jersey",0.6,47.9,20.0,57.7,178,10.2,4.2,2.6,2.0,48.0,"Upsala College, Morehead State University",32.0,2.0,Milwaukee Bucks,1987,6-6,"Morristown in Morristown, New Jersey",Bob McCann,Power Forward and Small Forward,Left,244lb,218333.33
1385,"September 25, 1984","Asheville, North Carolina",1.3,43.1,36.8,74.1,249,12.9,10.0,2.0,3.6,49.9,University of North Carolina,14.0,1.0,Minnesota Timberwolves,2005,6-4,"New Hampton School in New Hampton, New Hampshire",Rashad McCants,Shooting Guard,Right,207lb,1895351.5
1387,"February 1, 1974","Evansville, Indiana",1.1,39.2,34.6,69.8,593,10.1,5.2,2.6,13.7,47.4,University of Kentucky,19.0,1.0,New York Knicks,1996,6-10,"Harrison in Evansville, Indiana",Walter McCarty,Small Forward and Power Forward,Right,230lb,1521749.5
1388,"October 28, 1973","Maywood, Illinois",0.3,37.7,0.0,60.9,114,7.7,1.8,1.9,0.5,37.7,Marquette University,49.0,2.0,Orlando Magic,1996,6-11,"St. Joseph in Westchester, Illinois",Amal McCaskill,Center,Right,235lb,456998.38
1389,"October 25, 1995","St. Louis, Missouri",1.2,42.0,29.9,79.1,157,7.9,3.7,1.5,2.8,48.5,"University of Nevada, Las Vegas",38.0,2.0,Milwaukee Bucks,2016,6-7,"Montrose Christian in Rockville, Maryland",Patrick McCaw,Shooting Guard,Right,185lb,928041.0
1390,"February 7, 1963","Worcester, Massachusetts",1.5,38.3,11.1,51.4,45,8.3,3.5,0.7,-0.3,38.6,Villanova University,27.0,2.0,Indiana Pacers,1985,6-6,"Holy Name in Worcester, Massachusetts",Dwayne McClain,Small Forward,Right,185lb,115000.0
1391,"May 27, 1967","Daytona Beach, Florida",2.3,40.2,35.8,81.0,766,12.7,9.0,3.1,24.6,47.7,Florida State University,7.0,1.0,Indiana Pacers,1989,6-6,"Mainland in Daytona Beach, Florida",George McCloud,Small Forward,Right,205lb,1385650.0
1392,"September 19, 1991","Canton, Ohio",2.9,45.5,40.1,83.9,411,17.2,17.8,3.1,27.9,52.2,Lehigh University,10.0,1.0,Portland Trail Blazers,2013,6-3,"Glen Oak in Canton, Ohio",CJ McCollum,Shooting Guard,Right,190lb,6889006.0
1394,"March 10, 1962","Detroit, Michigan",1.0,53.5,6.3,70.3,483,12.8,8.3,4.9,21.5,53.5,University of Michigan,12.0,1.0,Cleveland Cavaliers,1984,6-11,"Clarkston in Clarkston, Michigan",Tim McCormick,Center,Right,240lb,614166.6
1395,"December 6, 1977","Oakland, California",0.5,53.9,-,49.0,260,12.6,4.6,3.5,5.1,53.9,"University of California, Los Angeles",33.0,2.0,Seattle SuperSonics,1998,6-10,"Saint Augustine in San Diego, California",Jelani McCoy,Center,Right,245lb,494491.88
1397,"August 29, 1961","Mount Vernon, New York",3.6,50.3,26.0,76.1,768,14.4,11.7,6.6,56.0,50.7,University of Louisville,3.0,1.0,Houston Rockets,1983,6-7,"Mount Vernon in Mount Vernon, New York",Rodney McCray,Power Forward and Small Forward,Right,220lb,794375.0
1398,"February 5, 1995","Bronx, New York",0.3,42.6,30.6,54.8,59,13.2,3.3,1.9,0.6,46.7,Syracuse University,29.0,1.0,Brooklyn Nets,2015,6-11,"IMG Academy in Bradenton, Florida",Chris McCullough,Power Forward,Right,200lb,1267700.6
1400,"June 4, 1963","Columbia, South Carolina",2.0,48.5,26.1,71.8,870,16.1,15.6,6.1,47.8,48.9,Wichita State University,4.0,1.0,Seattle SuperSonics,1985,6-7,"A.C. Flora in Columbia, South Carolina",Xavier McDaniel,Small Forward and Power Forward,Right,205lb,1356444.5
1401,"February 9, 1993","Mobile, Alabama",0.6,41.2,29.0,77.6,148,10.8,5.3,2.2,1.3,46.4,Clemson University,32.0,2.0,Philadelphia 76ers,2014,6-6,"Central Park Christian School in Birmingham, Alabama",K.J. McDaniels,Small Forward and Shooting Guard,Right,205lb,1818500.5
1402,"January 3, 1992","Grand Forks, North Dakota",0.8,45.9,40.4,82.5,341,10.7,7.8,2.1,10.6,54.5,Creighton University,11.0,1.0,Denver Nuggets,2014,6-8,"Ames in Ames, Iowa",Doug McDermott,Small Forward,Right,225lb,2609108.5
1403,"July 20, 1962","Torrance, California",1.3,46.8,22.7,72.7,176,8.3,6.0,3.2,2.5,47.3,"University of California, Irvine",50.0,3.0,Cleveland Cavaliers,1984,6-8,"Long Beach Polytechnic in Long Beach, California",Ben McDonald,Power Forward and Small Forward,Right,210lb,135000.0
1404,"September 7, 1974","Quitman, Mississippi",1.3,49.7,11.7,67.0,1015,17.2,12.0,7.5,69.8,49.7,University of Alabama,2.0,1.0,Los Angeles Clippers,1995,6-9,"Quitman in Quitman, Mississippi",Antonio McDyess,Center and Power Forward,Right,220lb,6138887.5
1406,"June 6, 1992","Chesterton, Indiana",0.3,52.7,0.0,58.0,52,15.4,4.4,3.5,1.3,52.7,University of Michigan,21.0,1.0,Oklahoma City Thunder,2014,6-10,"Brewster Academy in Wolfeboro, New Hampshire",Mitch McGary,Power Forward,Left,255lb,1463040.0
1407,"January 19, 1988","Flint, Michigan",0.4,57.0,7.4,58.8,633,19.5,8.0,5.1,31.9,57.0,"University of Nevada, Reno",18.0,1.0,Washington Wizards,2008,7-0,"Hales Franciscan in Chicago, Illinois",JaVale McGee,Center,Right,270lb,5008934.5
1408,"July 29, 1959","Tyler, Texas",1.2,48.7,35.4,59.7,520,14.0,9.6,2.1,15.1,52.3,University of Michigan,19.0,1.0,Los Angeles Lakers,1981,6-5,"North in Omaha, Nebraska",Mike McGee,Small Forward and Shooting Guard,Right,190lb,300000.0
1411,"October 20, 1985","San Diego, California",1.2,41.9,18.8,65.8,342,9.8,2.7,3.4,4.1,42.0,"University of California, California State University, Fresno",47.0,2.0,Washington Wizards,2007,6-9,"Lincoln in San Diego, California",Dominic McGuire,Shooting Guard and Power Forward and Small Forward,Right,220lb,522342.38
1412,"December 19, 1957","Hibbing, Minnesota",1.7,55.4,26.1,79.8,971,20.0,17.9,7.3,113.0,55.5,University of Minnesota,3.0,1.0,Boston Celtics,1980,6-10,"Hibbing in Hibbing, Minnesota",Kevin McHale,Power Forward,Right,210lb,1775000.0
1413,"July 30, 1972","Racine, Wisconsin",0.3,44.6,10.0,55.1,401,10.0,2.7,3.1,9.4,44.7,Marquette University,32.0,2.0,Washington Bullets,1994,7-1,"St. Catherine in Racine, Wisconsin",Jim McIlvaine,Center,Right,240lb,3569444.5
1414,"October 22, 1974","Charlotte, North Carolina",4.4,43.1,32.8,79.6,576,12.6,9.4,2.0,23.1,46.1,University of North Carolina,37.0,2.0,Denver Nuggets,1996,6-4,"Oak Hill Academy in Mouth of Wilson, Virginia",Jeff McInnis,Point Guard and Shooting Guard,Right,190lb,2004394.0
1416,"October 10, 1966","Meridian, Mississippi",2.4,48.6,31.6,77.9,937,13.9,11.0,4.7,61.8,49.8,University of Alabama,9.0,1.0,Seattle SuperSonics,1987,6-9,"Meridian in Meridian, Mississippi",Derrick McKey,Small Forward,Right,205lb,2691500.0
1417,"October 2, 1972","Philadelphia, Pennsylvania",2.7,43.8,35.0,77.9,793,12.8,7.4,3.3,40.0,47.5,Temple University,17.0,1.0,Portland Trail Blazers,1994,6-5,"Simon Gratz in Philadelphia, Pennsylvania",Aaron McKie,Point Guard and Shooting Guard and Small Forward,Right,209lb,3056639.8
1421,"February 11, 1993","St. Louis, Missouri",1.1,41.7,35.3,78.3,368,9.3,8.8,2.5,4.6,49.4,University of Kansas,7.0,1.0,Sacramento Kings,2013,6-5,"Christian Life Center in Humble, Texas",Ben McLemore,Shooting Guard,Right,201lb,3657544.5
1423,"November 17, 1975","Jersey City, New Jersey",1.1,40.9,11.1,81.9,113,10.1,7.2,2.7,0.2,41.2,"St. John's University, Duke University",20.0,1.0,Atlanta Hawks,1998,6-8,"Saint Anthony's in Jersey City, New Jersey",Roshown McLeod,Small Forward,Right,221lb,1035590.25
1424,"August 3, 1964","Raleigh, North Carolina",6.1,44.3,34.3,65.0,796,14.5,5.9,4.0,50.2,47.9,North Carolina State University,30.0,2.0,Seattle SuperSonics,1986,6-5,"Enloe in Raleigh, North Carolina",Nate McMillan,Shooting Guard and Point Guard,Right,195lb,1045900.0
1425,"May 26, 1952","Elmira, New York",1.1,48.3,12.0,80.6,729,12.2,8.1,4.0,27.2,48.3,University of Maryland,9.0,1.0,Buffalo Braves,1974,6-11,"Mansfield in Mansfield, Pennsylvania",Tom McMillen,Center,Left,215lb,215000.0
1426,"June 8, 1959","San Jose, California",0.3,51.2,-,54.8,278,10.8,3.5,3.0,2.8,51.2,"Santa Clara University, University of California",22.0,1.0,Philadelphia 76ers,1982,6-11,"Del Mar in San Jose, California",Mark McNamara,Center,Left,235lb,116250.0
1429,"March 28, 1991","Savannah, Georgia",0.9,42.7,35.2,78.4,86,12.4,4.9,1.2,1.0,48.0,University of Tennessee,58.0,2.0,San Antonio Spurs,2014,6-5,"Liberty County in Hinesville, Georgia",Jordan McRae,Shooting Guard and Point Guard,Right,179lb,369794.66
1430,"February 28, 1987","Indianapolis, Indiana",2.1,46.3,34.0,70.5,433,13.2,5.4,3.9,18.5,51.3,Duke University,37.0,2.0,Portland Trail Blazers,2007,6-10,"Carmel in Carmel, Indiana",Josh McRoberts,Center and Power Forward,Left,240lb,3117149.8
1432,"February 11, 1971","Cleveland, Tennessee",0.5,31.2,22.2,44.4,40,6.5,1.9,0.9,-0.1,34.4,Western Kentucky University,34.0,2.0,Golden State Warriors,1993,6-5,"Cleveland in Cleveland, Tennessee",Darnell Mee,Shooting Guard,Right,175lb,200000.0
1433,"August 21, 1987","Nashville, Tennessee",1.1,42.0,37.3,87.9,539,12.8,9.3,2.1,24.3,51.7,University of Kentucky,41.0,2.0,Milwaukee Bucks,2009,6-4,"Norcross in Norcross, Georgia",Jodie Meeks,Shooting Guard,Right,210lb,3046287.0
1437,"June 20, 1990","Juiz de Forz, Brazil",0.0,50.0,-,25.0,6,4.9,1.2,0.5,0.0,50.0,Syracuse University,22.0,1.0,Boston Celtics,2012,7-0,"Sagemont School in Sagemont, Florida",Fab Melo,Center,Right,255lb,947978.0
1439,"May 18, 1976","Nashville, Tennessee",2.1,42.9,25.0,80.8,432,12.5,13.6,3.1,9.4,43.4,University of Kentucky,6.0,1.0,Boston Celtics,1997,6-7,"Oak Hill Academy in Mouth of Wilson, Virginia",Ron Mercer,Small Forward and Shooting Guard,Right,210lb,3914462.2
1440,"October 26, 1953","Phenix City, Alabama",0.9,51.1,33.3,68.7,670,12.7,8.1,5.6,27.6,51.1,Southern Illinois University,11.0,1.0,Houston Rockets,1975,6-10,"Central in Phenix City, Alabama",Joe Meriweather,Power Forward and Center,Right,215lb,225000.0
1441,"December 30, 1972","Emmetsburg, Iowa",0.6,43.2,34.8,69.6,140,8.5,4.6,3.4,0.5,43.9,Iowa State University,24.0,1.0,Dallas Mavericks,1995,6-10,"Ruthven-Ayrshire in Ruthven, Iowa",Loren Meyer,Center and Power Forward,Right,257lb,591940.0
1442,"July 9, 1994","Dallas, Texas",0.3,44.9,11.8,60.5,64,10.9,2.4,2.0,0.5,45.7,Louisiana State University,33.0,2.0,Boston Celtics,2015,6-8,"Prime Prep Academy in Dallas, Texas",Jordan Mickey,Power Forward,Right,235lb,1298345.0
1443,"August 12, 1991","Charleston, South Carolina",3.2,45.1,38.8,87.0,455,15.7,15.7,4.4,31.0,51.7,Texas A&M University,39.0,2.0,Detroit Pistons,2012,6-8,"Porter-Gaud in North Charleston, South Carolina",Khris Middleton,Shooting Guard and Small Forward,Right,222lb,7746286.5
1444,"July 16, 1979","Milwaukee, Wisconsin",0.5,45.9,23.1,70.4,436,13.4,7.5,5.3,13.3,45.9,University of Texas at Austin,7.0,1.0,Chicago Bulls,2000,7-0,"Westlake in Austin, Texas",Chris Mihm,Power Forward and Center,Right,265lb,2821300.5
1450,"March 19, 1976","Los Angeles, California",6.5,46.1,21.7,80.7,1304,17.4,12.5,3.7,100.8,46.8,University of Utah,8.0,1.0,Cleveland Cavaliers,1999,6-3,"Verbum Dei in Los Angeles, California",Andre Miller,Point Guard and Shooting Guard,Right,200lb,5450818.5
1451,"October 22, 1971","Benton Harbor, Michigan",0.4,51.0,25.0,57.6,181,13.6,2.8,2.7,3.8,51.3,Michigan State University,39.0,2.0,Golden State Warriors,1994,6-9,"Benton Harbor in Benton Harbor, Michigan",Anthony Miller,Power Forward,Right,225lb,221624.0
1453,"March 21, 1990","Maysville, Kentucky",1.4,41.8,38.2,83.0,253,8.4,6.0,1.7,5.9,54.8,University of Kentucky,46.0,2.0,New Orleans Hornets,2012,6-8,"Mason County in Maysville, Kentucky",Darius Miller,Small Forward,Right,225lb,940619.0
1454,"February 19, 1980","Mitchell, South Dakota",2.6,45.9,40.7,76.9,1032,14.3,10.6,4.2,60.7,55.0,University of Florida,5.0,1.0,Orlando Magic,2000,6-8,"Mitchell in Mitchell, South Dakota",Mike Miller,Shooting Guard and Small Forward,Right,218lb,4904048.0
1455,"April 6, 1970","Fort Worth, Texas",2.2,53.4,11.6,63.9,493,15.2,7.4,5.9,21.1,53.5,University of Arkansas,22.0,1.0,Phoenix Suns,1992,6-9,"Southwest in Fort Worth, Texas",Oliver Miller,Center and Power Forward,Right,280lb,893167.25
1456,"November 18, 1992","Chicago, Illinois",0.5,35.0,29.2,70.6,69,8.4,4.3,2.4,-0.1,40.4,Baylor University,38.0,2.0,Denver Nuggets,2012,6-9,"Westchester Country Day in High Point, North Carolina",Quincy Miller,Power Forward,Right,210lb,279638.0
